"","value","gmLI_pLI_diff","inLI_pLI_diff","inLI_exLI_diff"
"130","430912","0.132143349358974","-0.00767305471887547","0.290806672845227"
"131","430935","0.187001339771491","0.0719525897714908","0.016195"
"132","430945","0.125921156517566","-0.00177350122636466","NaN"
"133","430947","0.104532411922467","-0.00251160995022859","NaN"
"134","430948","0.000266613798572735","0.00748738819320227","NaN"
"135","431094","-0.176624261436617","-0.00288920396535253","NaN"
"136","431145","-0.13995553469143","-0.000838774738231463","NaN"
"137","431148","0.150019397283531","0.0479288252848616","0.258138460259395"
"138","431151","0.201452172582619","0.021246032231742","NaN"
"139","431162","-0.13490404040404","-0.085919595959596","-0.0363044444444445"
"140","431171","-0.0209132768464306","0","NaN"
"141","432934","0.0769088","0.00422954074074067","0.289573681917211"
"142","433217","0.0458515731874144","-0.00749726259689942","NaN"
"143","433579","0.11495498687664","0.101771115908899","0.0814761290322581"
"144","433584","0.0489233519553073","0.0600370476074812","0.167748695652174"
"145","433585","-0.116362914862915","0.0214049422799423","0.280739285714286"
"146","433586","0.202367010625883","0.202511029965803","-1.48362015976456"
"147","433587","0.154283005793924","0.0235322768857357","-0.0417345998759305"
"148","433589","-0.122964263736264","-0.125115284144427","-0.211420068027211"
"149","434137","-0.258658552631579","-0.2065255","-0.0448722105263157"
"150","434158","0.0677012738853503","-0.00134365781710921","NaN"
"151","434378","0.105842452830189","0.054059511653718","0.0696770588235294"
"152","434442","-0.239557855973813","-0.210380716212167","-0.293227475622968"
"153","434538","0.186960042751652","0.0839134972072196","0.27345668026202"
"154","434540","0.104550091575092","-0.0199183257918552","-1.0380862745098"
"155","434563","0.0716740285546069","0","NaN"
"156","434567","-0.0132053302675583","0","NaN"
"157","434604","-0.000134870641169904","-0.00428515296753917","NaN"
"158","434622","0.210793923173804","0.185801854645885","0.218114181472081"
"159","434628","-0.0379428385416667","-0.00507443576388888","0.474072132616487"
"160","434636","0.0560094649191284","0.000889441319984474","NaN"
"161","434643","0.205628020565553","0.202143810039237","0.49104520123839"
"162","434658","0.0425929528817404","-0.00167673179130179","NaN"
"163","434665","-0.339","-0.239704910714286","0.219384375"
"164","434670","0.0723842971449353","0","NaN"
"165","434671","0.014926033383915","0.0587585039721503","-0.0813715294117646"
"166","434678","0.05235","0.0340166666666667","-0.0243333333333333"
"167","434718","0.110001625553447","0.087926862745098","-1.60981024667932"
"168","434778","-0.0572295215787899","-0.00159908393154318","NaN"
"169","435043","-0.00923026777264369","0.0446843735637468","-0.131771274156567"
"170","435044","0.0462632653061225","-0.188923401360544","-0.281986666666667"
"171","435045","-0.306918395303327","-0.164846214852199","-0.366263533834587"
