"","value","gmLI_pLI_diff","inLI_pLI_diff","inLI_exLI_diff"
"464","471865","0.0650113663366337","-0.00154500831901372","NaN"
"465","471911","0.032547638697845","-0.00965992143961203","-0.0347875601374571"
"466","472528","0.080777025866779","-0.000671847866170472","NaN"
"467","472551","-0.0529220430107528","-0.0827958333333334","-0.396483467741936"
"468","472610","0.26446886845039","0.247518762965158","-0.154369549929677"
"469","473724","-0.161580348837209","0","NaN"
"470","473879","-0.0250637480998914","0.0380168540506463","-0.137462064516129"
"471","474029","-0.0321513782764289","0.0201563428120064","-0.11506574829932"
"472","474233","-0.0576141193595341","0","NaN"
"473","474249","-0.221032142857143","0","NaN"
"474","474284","-0.0674577247191012","-0.0293625324114088","-0.0660235576923077"
"475","474443","0.0297404182463006","0","NaN"
"476","474463","0.0688349869765578","0.065737559785752","0.30403483087371"
"477","474494","-0.129570256410256","0","NaN"
"478","474521","0.252070713918369","0.289260626745268","-1.19926214196762"
"479","474568","0.202039025821596","0","NaN"
"480","474668","-0.458264705882353","-0.181784705882353","0.67408"
"481","474699","-0.0969958333333333","0.108734408602151","-0.158532258064516"
"482","474832","0.0334640131466057","-0.00267551418922696","NaN"
"483","474892","0.116327217905202","0","NaN"
"484","475054","-0.149680696798493","-0.0387769269572236","-0.131037896825397"
"485","475100","-0.0840535573122532","0","NaN"
"486","475115","0.138333526088401","0.0920659229277342","0.167660560832203"
"487","475138","-0.0440474358974359","-0.0214807692307692","-0.0479"
"488","475174","0.0236746222678597","-0.00459143994649969","NaN"
"489","475243","-0.172063958221335","-0.0323503640568785","0.0700777065527066"
"490","475247","-0.0605708837209302","0","NaN"
"491","475253","-0.35499273064012","0.00905270961145188","NaN"
"492","475416","0.0583314009661836","0.17805558397272","0.0568852941176471"
"493","475479","0.0432105878395425","0.0416837303821952","0.0858253164556961"
"494","475582","0.0976423239917976","-0.000334644209956769","NaN"
"495","475857","-0.0675149572649573","0.0121192307692307","0.377723076923077"
"496","476192","-0.345625","0","NaN"
"497","476270","0.0356449673202615","0","NaN"
"498","476451","0.130531441139506","0.101316160400344","-0.0920602542841349"
"499","476454","0.183202971344839","0.172529749093461","-0.559621870900026"
"500","476570","-0.0392909090909092","-0.0575575757575758","0.0141033333333334"
"501","476589","-0.0717206029931499","0.0396790427792204","0.211606622516556"
"502","476595","0.3301625","0.135095833333333","-0.358366666666667"
"503","476633","0.0656067226890756","0","NaN"
"504","476704","0.0618089945280438","0","NaN"
"505","476883","0.0147459786555175","-0.00227585754199344","NaN"
"506","477003","0.195200037045269","0.115439430984663","0.124121212121212"
"507","477132","0.0582212404754648","0.0344995131178552","0.31033772005772"
"508","477165","-0.0140443487149533","0","NaN"
"509","477195","-0.0570640860094319","-0.0246447410111587","-1.00278613445378"
"510","477229","0.124505081300813","0.124505081300813","-0.67395"
"511","477569","-0.236770555555555","-0.15952202247191","-0.131808411360799"
"512","485567","0.0728471130447607","-0.00461151556902728","NaN"
"513","488671","0.0258042274267197","0","NaN"
"514","488674","-0.0864266160881314","0.0011232386685861","-0.194678086419753"
"515","488681","0.120354267322984","0","NaN"
"516","488689","-0.052014349376114","0","NaN"
"517","488703","0.5413","0","NaN"
"518","488721","0.0244084685990338","0","NaN"
"519","488726","0.187514850450982","-0.00170851829140206","NaN"
"520","488768","0.122346154429324","0.0545798390456974","0.134398200745405"
"521","488771","0.106206925641026","-0.00259922923351164","NaN"
"522","488786","-0.308677272727273","-0.308677272727273","-0.128275"
"523","488810","0.0588572245635161","0","NaN"
"524","488818","-0.0602989898989899","0","NaN"
"525","488846","-0.3271","-0.101291746411483","0.0925118899521531"
"526","488852","0.22159979757085","0","NaN"
"527","488862","0.133796913488648","-0.0048522647572804","NaN"
"528","488912","0.179704871794872","0","NaN"
"529","488984","0.0186318548387097","0.0337818548387095","-0.370727586206897"
"530","489002","0.0116559523809524","-0.00229821428571429","0.0386791666666667"
"531","489039","-0.358515987460815","-0.300565229885057","-0.326367424242424"
"532","489067","-0.215166153846154","0","NaN"
"533","489119","0.253754912333736","0.0971416841783966","0.42737114684466"
"534","489138","-0.0729012608695652","-0.00891214141414143","-0.907314141414141"
"535","489149","0.178763104611923","0","NaN"
"536","489232","0.0228080712391057","0","NaN"
"537","489265","-0.0816001129305477","-0.00998906662443244","-0.349112142099682"
"538","489267","0.0563088387635756","-0.0419517961570594","-0.799398412698413"
"539","489294","-0.0234284330011074","0.00508518604651154","-0.00398399999999999"
"540","489295","-0.25221","-0.209909090909091","-0.807919090909091"
"541","489305","0.0851478796169631","0","NaN"
"542","489334","0.0161117647058826","0.0161117647058826","-0.16932"
"543","489365","0.173227777777778","0","NaN"
"544","489446","-0.29926847826087","-0.300505016722408","-0.160536538461538"
"545","490063","0.152317782358685","0.0935458977433005","-0.186102653846154"
"546","491159","-0.29690342964529","-0.211459101216244","0.0166466540104415"
"547","491646","0.0507504040895812","0.0880830264672036","-0.160362762237762"
"548","491676","0.117933333333333","0","NaN"
"549","491696","-0.0612079326230924","-0.0678664740970362","-1.03487375886525"
"550","491703","0.0774918345181674","0.142375496798869","-0.842695504385965"
"551","491708","-0.0278201633464412","-0.0177158254468979","-0.164475114155251"
"552","492841","0.0732766666666667","0","NaN"
"553","493114","0.166046211617337","0","NaN"
"554","493117","-0.24105","-0.1751","-0.0452"
"555","493128","0.108746380090498","0","NaN"
"556","493157","-0.141135016190757","-0.142653250863061","-1.59549730443975"
"557","493159","0.119261111111111","0.0485883333333333","0.280027222222222"
"558","493247","-0.406509523809524","-0.406509523809524","-0.580066666666667"
"559","493316","0.0231886094842244","-0.0014153724650291","NaN"
"560","493343","0.026735775862069","0","NaN"
"561","493351","0.153422262850418","-0.0106471540072339","-1.11719019607843"
"562","493472","0.184803079263875","-0.0052530547004499","NaN"
"563","493596","0.0691741677096369","0","NaN"
"564","493603","-0.169259411764706","-0.195220320855615","-0.747600909090909"
"565","499624","-0.066855512605042","-0.00051841401349273","NaN"
"566","499864","-0.0452828054298642","0","NaN"
"567","500207","0.150485714285714","0","NaN"
"568","500208","0.0529357767733044","0.00151814608428102","NaN"
"569","500610","0.160698666666667","-0.178421333333333","-0.58863"
"570","500721","-0.32569560371517","-0.152531368421053","-0.149229882352941"
"571","500724","-0.0486685849056605","0.0459564150943397","-0.22195"
"572","500743","0.0805605377079062","0","NaN"
"573","500779","0.09692375","0.0817327027027027","0.294190202702703"
"574","500871","0.115429090275101","-0.00435598245317692","NaN"
"575","500891","-0.0142894736842105","-0.0180644736842105","0.009325"
"576","501245","0.3067","0","NaN"
"577","501255","-0.016209185520362","-0.00265200357781759","NaN"
"578","501303","0.0412045385318306","0","NaN"
"579","501381","0.0256758593923265","0.0348041324328089","0.0841690137812231"
"580","501563","0.0408015473887814","0.06480294599018","0.0831104895104895"
"581","501571","0.178268310629067","0","NaN"
"582","501593","-0.157916590563166","-0.0952325396825398","-0.133759784735812"
"583","501625","-0.257293322841727","-0.169230958711292","0.0203967391304348"
"584","501627","0.248433333333333","0.248433333333333","-0.8404"
"585","501647","0.0341104651162791","0","NaN"
"586","501659","0.044553738592876","-0.00717400072674423","NaN"
"587","501789","-0.20387150802139","-0.126223045454545","-0.369579478609626"
"588","501800","-0.0739548273431996","0","NaN"
"589","501822","-0.0187802597402598","-0.13075525974026","-0.347340306122449"
"590","501870","-0.321658333333333","0.00799523809523817","-0.171021428571429"
"591","501896","0.0157791913267573","-0.00414936042452174","NaN"
"592","501925","0.183691917153479","0.183397940319502","-0.262069691119691"
"593","501955","-0.116775787401575","-0.116775787401575","-0.371938888888889"
"594","501957","0.215722057541412","0.0858134553908747","0.321581720430107"
"595","501981","-0.0131136937818861","0","NaN"
"596","501983","-0.101085373343863","-0.00375280629405417","NaN"
"597","501992","0.119882447665056","0.075901763183106","0.650352648851383"
"598","502004","-0.0598405125195618","-0.0457851052919458","-0.263601537216828"
"599","502009","0.20421726869455","0.0552243199766013","0.209232051282051"
"600","502010","-0.403290294117647","-0.16997243697479","-0.21284880952381"
"601","502023","0","0","NaN"
"602","502026","0.0757947580645162","0.0870084854546971","-0.127058494832041"
"603","502032","-0.11224809748646","0.00236095514511869","-0.224977789473684"
"604","502034","0","0","NaN"
"605","502042","0.153249803015895","0.0407573397806005","0.224316360294118"
"606","502043","0.153519932844933","0.14049300976801","0.321979326923077"
"607","502046","0.0438269565217391","0.0972550787924814","0.0958281222707423"
"608","502051","-0.0848203309692671","-0.174192553191489","-0.291527777777778"
"609","502054","0.247355651162791","0","NaN"
"610","502082","-0.00912098729943034","-0.00033196214219755","NaN"
"611","502083","0.064997201523431","0.0996992863416778","0.177990609408411"
"612","502085","0.0881340148448042","0.0791698108647048","-1.64746753731343"
"613","502087","-0.523924242424243","-0.301033766233766","-0.194009523809524"
"614","502100","0.268480769230769","0","NaN"
"615","502110","-0.00724313199061777","0","NaN"
"616","502117","0.0523343773680223","0","NaN"
"617","502126","-0.0691214442872858","-0.00442615880991082","NaN"
"618","502143","0.0384464453607165","-0.00934713094061346","NaN"
"619","502154","0.0759737351190477","0.0188861904761906","-1.52703598214286"
"620","502162","0.215347272727273","0.215347272727273","-0.54492"
"621","502166","0.427573913043478","0.232093913043478","0.68402"
"622","502182","-0.0705614851485148","0","NaN"
"623","502188","0.126829432819383","0.0686147006765261","0.175116517857143"
"624","502190","0.0991902677580465","0.0545178863891421","0.274364089219331"
"625","502202","0.142769371980676","0.135582435312025","-1.49237534246575"
"626","502205","0.218722474747475","0","NaN"
"627","502210","0.0587894468065171","-0.00186289984012489","NaN"
"628","502211","0.100832885714286","0.116576769934641","0.306786741363212"
"629","502213","-0.225896825396825","0","NaN"
"630","502226","0.241685978835979","0","NaN"
"631","502239","0.0816915304902351","0.0183142227979275","-0.257008076923077"
"632","502260","-0.306516859946476","-0.295764491525424","-0.334589736842105"
"633","502261","0.0685995020266357","-0.00872841586192741","NaN"
"634","502264","-0.0556896810506566","-0.0694112195121951","-0.480906153846154"
"635","502272","-0.0413854460685483","-0.038855760482595","-0.0517832176398529"
"636","502281","-0.2031","-0.2031","-0.56665"
"637","502285","0.1051","0","NaN"
"638","502304","-0.0828092523364485","-0.0194921935129191","0.0787437254901961"
"639","502317","0.480700277777778","0","NaN"
"640","502327","0.0947747448579055","0.0829512029057203","0.195418882290239"
"641","502374","0.0425131404670616","0","NaN"
"642","502381","0.197025151635021","0.187926524741082","-1.29569862689394"
"643","502409","-0.07093","0","NaN"
"644","502462","-0.181795627980922","-0.0764376447876448","-0.114589075630252"
"645","502481","-0.0402612612612613","0","NaN"
"646","502517","0.0311851243923362","-0.00186458052100003","NaN"
"647","502522","-0.219523102828918","-0.0173728413910094","0.0204326143790849"
"648","502523","-0.111048214285714","0","NaN"
"649","502570","-0.0394549999999999","0","NaN"
"650","502578","-0.136753223140496","-0.1306251279024","-0.472016904761905"
"651","502582","-0.030597511917219","0","NaN"
"652","502593","0.0134753079178884","0.0206619377990431","-0.257116595925297"
"653","502624","0.203826430629889","0.0745299037622611","0.435612996941896"
"654","502671","0.17858082920565","0","NaN"
"655","502676","-0.6845125","0","NaN"
"656","502706","0.271196326530612","0.138741900301104","0.401165573770492"
"657","502748","0.0923","0.14705","0.00644999999999996"
"658","503285","0.0808190707757208","0.0938070119521914","-0.370676764705882"
"659","503449","0.00444915851272021","0.0681056685798344","0.202506510067114"
"660","503556","0.113955124223603","0","NaN"
"661","504083","-0.00992874999999999","-0.0234720833333333","0.0639866666666666"
"662","504186","0.0139157894736842","0.124129440789474","-0.189370559210526"
"663","504379","-0.0210605667662271","0.0638785714285715","0.102554232534421"
"664","506560","0.0654312325938731","-0.0054375563384752","-1.02398502824859"
"665","506693","0.170687962962963","0.19827462962963","0.259311666666667"
"666","506702","0.0264239926739926","0","NaN"
"667","506747","0.131441666666667","0","NaN"
"668","506997","-0.190441666666667","0","NaN"
"669","514669","-0.614148214285714","-0.513201547619048","-0.166414871794872"
"670","514888","0.278866129338498","-0.00310444041432989","NaN"
"671","514913","0.137115657407407","-0.00267539661654137","NaN"
"672","514917","-0.0778626252252252","0","NaN"
"673","514981","-0.136987777777778","-0.0124741414141414","-0.0384613636363636"
"674","515052","-0.0800793781975599","0.0677257805325988","0.0543480158730159"
"675","516414","0.20739126984127","0.176510714285714","0.429269444444444"
"676","516416","0.121566968303778","0","NaN"
"677","516589","-0.293953968253968","0.0128174603174603","-0.1154"
"678","516714","0.0625938596491227","0.0647819548872179","-0.131061904761905"
"679","516769","0.260169312169312","0.169765740740741","-0.240489285714286"
"680","516770","0.114417434554974","-0.00191308992055061","NaN"
"681","516782","0.105563613132363","0","NaN"
"682","516809","-0.102241437177281","0","NaN"
"683","516811","0.0490447881066303","0","NaN"
"684","516910","-0.0293960729080364","0.0692780887192312","0.135709455744915"
"685","516935","0.0327396739130434","0.0192334239130435","-0.17266875"
"686","516949","-0.204319271814187","0","NaN"
"687","516969","0.157520363849765","0.143141197183098","-0.203215277777778"
"688","516970","-0.357982889344262","-0.139710613703237","-0.192577724358974"
"689","517008","-0.215421707130079","0.00895990501024402","0.135214170279858"
"690","517059","0.00724666666666667","0.00414666666666667","-0.0058"
"691","517369","0.153475974025974","0","NaN"
"692","517370","0.0351512881654658","-0.00481667952604026","NaN"
"693","517414","0.0494006565553746","0.109238576582256","-0.210860517473118"
"694","517593","0.0963099115826702","0.0512115277442864","0.472174949494949"
"695","518170","0.398975","0","NaN"
"696","518397","0.028296","0.0757626666666667","-0.0964833333333333"
"697","518418","-0.367979166666667","-0.137819166666667","-0.53784"
"698","518420","-0.375964754098361","0.201932304725169","-0.221052941176471"
"699","518452","0.182654011299435","0.105122355670296","0.0745583443708608"
"700","518468","-0.102931111111111","0.00333235294117651","-0.121920980392157"
"701","518516","0.0405764211886306","0.0431762577899377","0.0768067810457517"
"702","518526","-0.832835294117647","-0.538835294117647","-0.597925"
"703","518542","-0.14187729468599","0","NaN"
"704","518553","0.190719299714027","0.224664488762267","-0.385187014341591"
"705","518567","0.0418631812198332","0.00861883628266724","-0.242511786797631"
"706","518568","-0.0137447134786118","0","NaN"
"707","518577","-0.260887314734089","0","NaN"
"708","518595","0.0209396500642853","0.00625235359210086","NaN"
"709","518603","-0.119057789149534","-0.0103627071823205","-0.0437213114754098"
"710","518614","-0.0529134889485643","0","NaN"
"711","518617","-0.172130371671056","-0.107244357298475","0.044569596462134"
"712","518618","0.113403552479815","0.00138643285147633","NaN"
"713","518626","0.0582925277066586","-0.00123949617543706","NaN"
"714","518633","0.140448717948718","0.131949262166405","0.328130544217687"
"715","518653","0.0169148936170211","-0.0365392405063292","-1.19153924050633"
"716","518692","0.164775955962386","0","NaN"
"717","518693","-0.167685282651072","-0.0997184476342372","-0.151512794612795"
"718","518700","-0.0642518518518519","0","NaN"
"719","518703","-0.155314393939394","-0.109516666666667","-0.0290598484848485"
"720","518715","-0.133738461538462","-0.0104884615384615","0.42515"
"721","518716","0.127502720207254","0.00249044747998117","0.478250227272727"
"722","518735","-0.00879493451939717","0","NaN"
"723","518748","-0.02612753853488","-0.00454244085200872","-0.225329418446161"
"724","518755","0.0199311111111111","0","NaN"
"725","518764","0.3769","0.302375","0.111875"
"726","518771","0.21522104259377","0.183383033543996","0.109311990950226"
"727","518774","0.0871029556650247","0.0261448542138197","0.245593622686726"
"728","518790","0.100084087896196","0.0524964928266967","0.577157566220823"
"729","518792","0.0295574048824827","0","NaN"
"730","518813","0.403159034974093","0.387418346198583","-1.52809693877551"
"731","518833","0.0528233333333333","0.0528233333333333","-0.0787600000000001"
"732","518858","-0.128797222222222","-0.108265404040404","-0.261841866028708"
"733","518863","0.0829256097560976","0.00256310975609764","-0.1855875"
"734","518875","-0.12883863300037","-0.051883149509804","-0.0772709316037736"
"735","518886","-0.0241116621705748","-0.0137790545886076","-1.74535099897541"
"736","518902","0.212214968814969","0","NaN"
"737","518911","-0.148745614035088","0","NaN"
"738","518927","-0.194539335558253","-0.175794423699278","-0.0792957131410257"
"739","518934","0.0620797050243111","-0.00104520406659792","NaN"
"740","518953","0.0149347711267606","0","NaN"
"741","518960","0.0226436893203884","-0.00390537295761306","NaN"
"742","519008","0.032305","-0.0121202830188679","0.0163080503144655"
"743","519023","0.0886305200341007","0","NaN"
"744","519025","0.045125537621759","-0.0037496324141375","NaN"
"745","519043","0.146876523297491","0.145399160113411","0.26894763681592"
"746","519048","-0.188162428977273","0","NaN"
"747","519058","0.0769636896621303","-0.00159746237020753","NaN"
"748","519068","-0.0935318181818183","0","NaN"
"749","519071","-0.123398888888889","-0.0309870114942529","NaN"
"750","519076","0.0800498258706467","0.0577188422640894","0.215975683060109"
"751","519082","0.107144696969697","0","NaN"
"752","519083","0.0572357384806975","0","NaN"
"753","519085","0.0354577485380116","0.115306081871345","0.107260833333333"
"754","519096","-0.144884560855461","-0.0784642089962045","-0.148599160335866"
"755","519107","0.0328875","0","NaN"
"756","519141","-0.330882254529905","-0.00749980169971676","0.0948484905660376"
"757","519144","0.173582475538161","0.0957217217891471","-0.0409178966061563"
"758","519151","-0.229947836912543","-0.0845592329239387","0.241570085470085"
"759","519166","-0.209725095785441","-0.18371778584392","0.296635087719298"
"760","519168","0.1368","0.0641611111111111","0.196911111111111"
"761","519169","-0.345827848101266","-0.262997078870497","-0.201324230769231"
"762","519184","0.119777517296828","0","NaN"
"763","519186","-0.638806093189964","-0.415781697054698","-0.511520048309179"
"764","519203","0.129938010057471","0","NaN"
"765","519208","-0.120586743602842","-0.0112865345747055","-1.02753667621777"
"766","519222","-0.0128000000000001","0","NaN"
"767","519229","-0.154535714285714","-0.0397857142857143","-0.12975"
"768","519237","0.00473024328859051","0","NaN"
"769","519240","-0.19236804670913","-0.164010029831492","-0.0262155942334739"
"770","519242","0.14517829363883","0.0322845732087227","0.159515956989247"
"771","519263","-0.295317872340426","-0.0782378723404255","-0.259"
"772","519267","-0.231223132454488","-0.152826836158192","-0.0456703703703705"
"773","519293","-0.0642242466854159","-0.0535126919364746","-0.114214761040532"
"774","519295","-0.0869801257253385","-0.0046723717146433","NaN"
"775","519299","-0.003806920567751","-0.00703801539342275","NaN"
"776","519301","-0.119412397660819","-0.0728961278195489","-0.0080837301587301"
"777","519306","0.107779459691252","0","NaN"
"778","519317","0.158719077649078","0","NaN"
"779","519322","0.254749460732189","0.254749460732189","-1.08379482758621"
"780","519326","-0.208039706439394","-0.115739836309524","-0.229914675324675"
"781","519333","0.191855579268293","0","NaN"
"782","519345","-0.224243377275581","0","NaN"
"783","519381","-0.155714576599871","-0.154245953118089","-0.474104453441295"
"784","519390","-0.00300970965309189","-0.00494091880341863","NaN"
"785","519411","0.0463090909090909","0.00570909090909091","-0.1982"
"786","519425","0.427897142857143","0","NaN"
"787","519455","0.150651210428305","0.0322372201606655","0.1774799491263"
"788","520471","0.132550938189846","-0.00306318283166096","NaN"
"789","520980","-0.144930629877369","-0.0540463768115942","-0.231904208472687"
"790","521230","-0.14658450272933","-0.0460246650011357","-0.0489677484787019"
"791","521692","0.0766102615248226","-0.00277116005535061","NaN"
"792","523253","0.153055920095538","-0.00179809093111505","NaN"
"793","523260","0.10664804778157","0.0740909739560667","0.315010926174497"
"794","523848","-0.0250355263157894","0.150003759398496","-0.241285714285714"
"795","523989","0.0872169483601841","0.0696049355274845","0.4692473621673"
"796","524968","-0.214130160183066","0","NaN"
"797","527038","0.0315331806027319","-0.00214642778563578","NaN"
"798","527043","-0.238113103448276","0","NaN"
"799","527048","0.0495497244595167","0.136812581602374","0.430391428571429"
"800","527054","0.17804107220933","0.0311663867263409","0.668758647850345"
"801","527055","0.274767680454177","0.266456569343066","-0.892583333333333"
"802","532077","0.0432439208397113","0.082832744369123","-1.00977441176471"
"803","533167","0.123851943661972","0.0242395899204751","0.246667646258503"
"804","534606","0.131892307692308","0","NaN"
"805","534627","-0.039024064171123","0","NaN"
"806","534812","-0.0035683127572016","-0.0122823972642438","-0.128614084507042"
"807","534910","0.148543908227848","0.0808963120740019","0.190083653846154"
"808","537953","-0.0599329109811566","0","NaN"
"809","538506","-0.202593333333333","-0.0379433333333333","-0.41305"
"810","541608","-0.0193644562334216","0","NaN"
"811","541640","0.0905791796840132","0.0533977395217414","0.248062677484787"
"812","541645","0.0155166886213944","-0.00178227852757273","NaN"
"813","541650","0.0514856200380186","-0.000167140904742347","NaN"
"814","541652","0.384918988095238","0.385668311403509","-0.504222105263158"
"815","542194","0.091274753908512","0","NaN"
"816","542208","-0.000290257805415139","-0.00290380985534155","NaN"
"817","542255","0.147881970127043","0","NaN"
"818","542266","0.0312069105691057","0.0675902439024391","-0.101325757575758"
"819","542303","0.047759816977281","-0.00190700782616549","NaN"
"820","542340","0.116249284180387","0.00559538807649052","NaN"
"821","542432","0.00813455882352943","0.0186137254901961","0.143504166666667"
"822","542436","0.0558882763975155","0","NaN"
"823","542454","0.0871427214760548","0","NaN"
"824","542455","-0.0938774898785424","0","NaN"
"825","542513","-0.160703827751196","0","NaN"
"826","542583","-0.0130442857142857","0","NaN"
"827","542587","-0.219103716216216","-0.134996608373079","-0.0336103921568628"
"828","542609","-0.033185406162465","-0.0366214667685256","-0.268516060606061"
"829","542669","-0.0847306896551725","-0.021353042596349","-0.255689019607843"
"830","542674","0.102297368845843","0.116851965119135","-0.0593396894409938"
"831","542866","-0.13491138996139","-0.0899102501437608","-0.168595288753799"
"832","542882","0.0444004539007091","-0.00138687943262417","-0.00990733333333338"
"833","542883","0","0","NaN"
"834","542888","0.0668308333333333","0.0425933333333333","-0.00901250000000001"
"835","542908","0","0","NaN"
"836","542914","-0.199758720538721","-0.043931364789447","0.0111334163553342"
"837","542921","0.120261358272362","-0.004659990708197","NaN"
"838","542923","0.24148125","0.106476121794872","0.437361538461538"
"839","542924","-0.29286","-0.149823333333333","0.420276666666667"
"840","542942","-0.404956623376624","0","NaN"
"841","542960","-0.0197431576838309","0.0523006963059824","0.000426112054329408"
"842","542963","-0.250722222222222","-0.031774126984127","NaN"
"843","542979","0","0","NaN"
"844","542993","0.22141744974287","-0.00195268812961946","NaN"
"845","542994","0.0116338683385582","0","NaN"
"846","543037","0.239792069632495","0.071060363882415","0.574105510159011"
"847","543038","-0.131606666666667","0","NaN"
"848","543045","0.256999735973597","0.167711348876823","0.574644946236559"
"849","543054","0.213374679487179","0.093469123931624","0.12980873015873"
"850","543056","-0.260386203522505","-0.0963132221560453","0.0556872670807453"
"851","543063","0.0848245608969127","-0.00183578523177874","NaN"
"852","543068","-0.0329378278979087","-0.00237696258163278","NaN"
"853","543094","0.0489973042362002","-0.107222610415293","-1.11245675675676"
"854","543101","0.196559518992174","0.098266894071238","0.402442858950032"
"855","543105","0","0","NaN"
"856","543118","0.194860130010834","0.0568691797845898","-0.178729411764706"
"857","543135","0.169022814814815","0.152139864623244","0.879405938697318"
"858","543144","-0.116087924045231","-0.0397774225917431","-0.180470893895349"
"859","543184","-0.172709926470588","-0.0615126817106153","-0.0237704022988505"
"860","543213","0.1925481","0.0069595919354839","NaN"
"861","543216","0.176745628458498","0","NaN"
"862","543219","0.0437977656903765","0.0403325156903765","-0.10752725"
"863","543228","0.0331864603217891","-0.0026324870466321","NaN"
"864","543238","0.0443420779409627","0","NaN"
"865","543242","-0.0882119262706452","-0.0388514619601809","-0.153908766458766"
"866","543243","0.168670045527063","0.0326232050498206","0.0168370304904993"
"867","543257","-0.0466632075471699","0","NaN"
"868","543258","0.0688542857142857","0.0266698412698413","-0.363504444444444"
"869","543261","-0.0480521367521368","-0.0584410256410257","-0.0917444444444445"
"870","543272","0.119528580171359","0.103428294573643","-0.0263213382292942"
"871","543278","-0.207237932900433","-0.0894177073365232","0.00625022556390964"
"872","543281","0.0749834283825109","-0.00355748033100967","NaN"
"873","543294","0.179978894472362","0.0787880214564887","0.360865376984127"
"874","543302","0.103799534233815","0","NaN"
"875","543305","0.0738218830749354","-0.00219317521522","NaN"
"876","543308","-0.0400171568627451","0","NaN"
"877","543321","-0.464366666666667","0","NaN"
"878","543331","0.108025516097673","0.0857503426690411","-0.141745322682363"
"879","543333","-0.00739683348779741","-0.00285264532450036","NaN"
"880","543334","-0.0277083333333333","0.115391666666667","-0.368775"
"881","543339","-0.0691354475174215","0.00811361498257845","-0.00271968749999996"
"882","543351","-0.0822716666666667","-0.0822716666666667","0.0384166666666667"
"883","543359","-0.0966507476708682","-0.0715511046316025","-0.205524885262621"
"884","543376","0.133823131054131","0","NaN"
"885","543380","0.14306745738886","0.13542739465718","0.136745651554035"
"886","543391","-0.0723491525423728","0.0903041807909605","-0.304713333333333"
"887","543401","0.125443016741146","0","NaN"
"888","543408","0.147583738290398","0.104419285165398","0.242485546875"
"889","543409","0.0135280701754386","0.0135280701754386","-0.1318"
"890","543424","0.167288728813559","0.173485493519442","0.405856764705882"
"891","543432","0.0957103504043127","-0.00938393530997295","NaN"
"892","543434","0.0785817431067433","-0.00374976670255855","NaN"
"893","543456","0.0714233802040254","0.0350577693442968","-0.0921502262443439"
"894","543459","0","0","NaN"
"895","543475","0.294129614926558","0.126716238303181","0.171885714285714"
"896","543484","0.206729365079365","-0.00858542471042467","NaN"
"897","543506","-0.0519111999256439","-0.0157120313935044","-0.135506491845219"
"898","543507","0.0109811274509803","0.103662853172765","-0.00872244094488184"
"899","543508","-0.0328922169811321","-0.00904360587002095","-0.214588888888889"
"900","543510","0.0395091563127108","0.0032993127399219","NaN"
"901","543518","-0.0262504761904762","0.0149453571428571","0.0277291666666667"
"902","543521","0.139200925925926","0.0900944444444444","0.266499768518519"
"903","543542","-0.0120333333333333","-0.0053","0.192683333333333"
"904","543543","0.0333415826801046","0","NaN"
"905","543548","0.118306787260359","0.0425614974052861","0.230054710144928"
"906","543557","0.00511352040816326","0.0897030822638334","0.21362706185567"
"907","543569","-0.380371428571429","0","NaN"
"908","543590","0.228094202898551","0","NaN"
"909","543594","0.163808651399491","0.120219404087663","-0.0177559139784946"
"910","543606","0.192916112479475","0.0611949571320897","0.491814558938329"
"911","543607","-0.0838067708333334","0.1494578125","0.29278125"
"912","543633","-0.183598245614035","0","NaN"
"913","543685","0.114452252824859","-0.00267420255757744","NaN"
"914","543698","0.696357894736842","0.0688978947368419","0.53694"
"915","543699","-0.150638331643002","0.0265658350236647","0.0243191666666667"
"916","543706","-0.0218717450271247","0","NaN"
"917","543716","-0.073982033898305","0.0380264509501798","0.0969634848484848"
"918","543726","-0.354586687080782","-0.0804792296233242","-0.379944394394394"
"919","543734","0.0451519040166927","0.0443754730402617","0.176485606060606"
"920","543742","0.0233128473357307","-0.00653586807928908","NaN"
"921","543746","0.282043525179856","0.266522472548277","-0.19992462406015"
"922","543760","0.0660517197108643","-0.00372601681219265","NaN"
"923","543766","-0.0562251053334704","-0.0695393172982441","-0.417697995748558"
"924","543768","-0.0627467286101431","-0.0041496764559481","NaN"
"925","543776","-0.102540127722859","0","NaN"
"926","543779","-0.0291447192353644","0.0109506314344543","-0.10393304439191"
"927","543803","-0.110996153846154","-0.0843604395604396","0.0423190476190476"
"928","543807","0.132852756941703","-0.00220958808599436","NaN"
"929","543829","0.174081951894423","-0.00146433921041089","NaN"
"930","543859","-0.313955434343434","-0.187516767676768","-0.415845333333333"
"931","543881","0.0314314281215557","0.0265794815142142","-0.40576573971079"
"932","543883","-0.0412599591836735","-0.0607479591836735","-0.292652"
"933","543900","-0.0556717777777778","-0.046033837398374","-0.165128726287263"
"934","543901","0.15772268907563","-0.13583981092437","0.7051975"
"935","543903","0.205656748695004","-0.0914543624161074","0.166666666666667"
"936","543921","-0.419828571428571","-0.00863766233766228","0.212140909090909"
"937","543935","-0.126703211126779","-0.039156325698525","-0.168032424916574"
"938","543939","0.130912426229508","-0.00116468561259686","NaN"
"939","543942","-0.127876612903226","-0.0043405017921147","0.366486111111111"
"940","543964","-0.268534256410256","-0.130480060606061","-0.394361188811189"
